,chipid,month
1336,28d3925f,2
1337,28d74a8a,0
1338,28da9249,9
1339,28e37844,8
1340,28e3f3f9,7
1341,28e70767,8
1342,28ee2518,9
1343,28f02da2,10
1344,28fd5484,8
1345,2900760f,8
1346,290453f1,11
1347,290a8c07,8
1348,2920a0e8,8
1349,2920bdda,8
1350,29238ab7,9
1351,29292f78,9
1352,2938a9b5,0
1353,293b51cf,9
1354,293fda5c,8
1355,2940e282,10
1356,294113b9,1
1357,2944b9e9,8
1358,294dfbff,11
1359,295aff14,9
1360,2961708f,8
1361,29659881,8
1362,2983d47d,9
1363,298ae30a,10
1364,298e6581,8
1365,299262ac,8
1366,29996380,10
1367,29a13c5e,9
1368,29a9f394,9
1369,29aa902c,8
1370,29b0c158,8
1371,29b6c82a,9
1372,29ba41c3,8
1373,29c5eeda,9
1374,29cb8836,8
1375,29cc01ea,9
1376,29d9d31b,7
1377,29da1a41,6
1378,29e0a114,8
1379,29e2d9f0,8
1380,29ebdc56,8
1381,29edd8cf,9
1382,29ee5ece,6
1383,29f0408f,9
1384,29f826ca,8
1385,29f95745,8
1386,29fb6d88,9
1387,2a00a2fd,10
1388,2a0a7264,8
1389,2a0ab392,8
1390,2a0c33fe,8
1391,2a131d16,4
1392,2a1cc836,9
1393,2a217ae1,8
1394,2a2a04ed,9
1395,2a2f47ff,8
1396,2a39369c,0
1397,2a40bec3,7
1398,2a48c8d2,8
1399,2a4cf978,8
1400,2a52abbf,9
1401,2a543515,9
1402,2a55827e,9
1403,2a57d6f3,8
1404,2a59fcb2,10
1405,2a5d1bb6,0
1406,2a66fadc,9
1407,2a6ad6f1,8
1408,2a6ef7eb,1
1409,2a769c28,8
1410,2a771ac4,9
1411,2a7b8512,9
1412,2a81e3da,8
1413,2a92c26d,8
1414,2a96b142,8
1415,2a96b503,9
1416,2a97cdff,9
1417,2a9a1bf9,8
1418,2aafc560,9
1419,2ab7cd72,8
1420,2abe42ea,9
1421,2abfba7a,9
1422,2acd3ab1,8
1423,2ad371bc,8
1424,2ad39205,9
1425,2ad67853,8
1426,2af799d0,7
1427,2af81eb7,9
1428,2afcf8a3,9
1429,2b090ba7,9
1430,2b0dac18,7
1431,2b158f8f,8
1432,2b2198a9,8
1433,2b260ef6,1
1434,2b2653cf,9
1435,2b313700,10
1436,2b3f4638,8
1437,2b43b61b,8
1438,2b44d948,8
1439,2b4c4011,8
1440,2b4e87ba,8
1441,2b57ec2d,8
1442,2b620ffd,8
1443,2b67f7f0,8
1444,2b771eb1,8
1445,2b7c572c,8
1446,2b835255,9
1447,2b84e290,9
1448,2b8baed6,9
1449,2b9237c4,8
1450,2ba1312a,9
1451,2ba2cf8f,7
1452,2bb13520,8
1453,2bb9250c,9
1454,2bb952ab,8
1455,2bbb029e,8
1456,2bc52733,9
1457,2bc802f6,8
1458,2bcabdc8,9
1459,2bd19f34,8
1460,2bde0ede,8
1461,2be5ed8e,9
1462,2be7d4be,10
1463,2be8a587,11
1464,2beb2a9d,8
1465,2bebeb9c,9
1466,2bf55a58,8
1467,2c06eae6,9
1468,2c0df8ed,8
1469,2c11e93b,11
1470,2c156604,9
1471,2c1615ea,9
1472,2c1a2ed6,9
1473,2c1d11dd,8
1474,2c1e31f8,8
1475,2c21b1be,9
1476,2c2607c3,8
1477,2c2ac292,8
1478,2c302eaf,9
1479,2c30ccf9,8
1480,2c34e61b,9
1481,2c37ef73,7
1482,2c42f8de,8
1483,2c4cd182,7
1484,2c577ff5,8
1485,2c5c42ba,8
1486,2c6522a6,4
1487,2c72bc92,8
1488,2c73a7b7,8
1489,2c74e583,10
1490,2c815248,4
1491,2c870ccf,8
1492,2c89eb26,4
1493,2c8c60c3,8
1494,2c8dfe35,9
1495,2ca2a38c,9
1496,2cab3152,9
1497,2cad2bb9,8
1498,2cb5dcd2,9
1499,2cb73d71,9
1500,2cc2ce97,8
1501,2cc2ebc4,0
1502,2cddf882,8
1503,2ce62a92,9
1504,2ceb4c4f,10
1505,2cef72ec,9
1506,2cf1d736,9
1507,2cf552d5,8
1508,2d0255c0,8
1509,2d07ad2e,9
1510,2d14c007,8
1511,2d1af391,8
1512,2d32a5a6,8
1513,2d38e24a,8
1514,2d4d23a4,7
1515,2d4f8d4a,9
1516,2d52f0bd,9
1517,2d55fe36,9
1518,2d5826ca,8
1519,2d64a6af,9
1520,2d6669cb,10
1521,2d715f00,8
1522,2d7ef100,8
1523,2d847e5e,10
1524,2d8c4917,8
1525,2d8c5cf9,9
1526,2d977c85,0
1527,2d9b2f0c,10
1528,2dae8655,9
1529,2db0d009,11
1530,2db6e4fe,8
1531,2dbdf4ac,8
1532,2dcd469d,7
1533,2dd2bf35,9
1534,2dd7c3dd,8
1535,2dd8237e,9
1536,2ddd5caa,8
1537,2de3cf73,9
1538,2def4bad,7
1539,2df1ba63,8
1540,2df62815,9
1541,2dffa806,9
1542,2e05b510,8
1543,2e0766af,9
1544,2e19fcda,7
1545,2e1df6fd,9
1546,2e1ea65c,5
1547,2e24b6aa,8
1548,2e26df45,8
1549,2e28ea1f,8
1550,2e2b7fab,8
1551,2e332b26,9
1552,2e348bda,9
1553,2e387f2c,10
1554,2e3ba3bb,9
1555,2e425cd6,9
1556,2e51a4fe,8
1557,2e5b70e2,8
1558,2e6515e2,8
1559,2e695026,8
1560,2e856e86,9
1561,2e879338,8
1562,2e898ed0,0
1563,2e8c21bf,8
1564,2e8fc16b,8
1565,2e92dac6,8
1566,2e985892,8
1567,2e9b2511,1
1568,2ea02c81,8
1569,2ea0ef6d,9
1570,2ea1e2cf,9
1571,2eb9ee87,9
1572,2eba4589,9
1573,2eba7573,8
1574,2ec11a5c,8
1575,2ec1844e,7
1576,2ed47494,0
1577,2ede7d84,8
1578,2edf4ffb,0
1579,2ee180d8,7
1580,2ee69b62,8
1581,2eecbc40,8
1582,2efca100,8
1583,2f0647de,8
1584,2f078650,8
1585,2f19aa1d,8
1586,2f1fb54f,9
1587,2f28462c,9
1588,2f2aa648,9
1589,2f3be676,11
1590,2f4133ad,8
1591,2f46677f,8
1592,2f4a51f4,10
1593,2f5131c6,7
1594,2f630917,8
1595,2f64e2e3,10
1596,2f77ab04,8
1597,2f805e82,9
1598,2f938e53,9
1599,2f9e45d9,8
1600,2fa388bb,8
1601,2fad23d4,9
1602,2fbc1709,9
1603,2fd4b6ff,8
1604,2fe9d056,8
1605,2fefdb4d,7
1606,2ff64711,8
1607,2ffb3f6f,8
1608,301915fc,8
1609,302974ed,8
1610,302daa22,8
1611,30380028,8
1612,303f2715,9
1613,303f3f21,8
1614,304a6fcc,8
1615,30521eab,8
1616,3054594a,8
1617,305e9f43,8
1618,3061345a,8
1619,30617afb,8
1620,3068cce9,8
1621,30706ccc,6
1622,30762bdd,8
1623,307a6dea,8
1624,307fd254,8
1625,3082df7e,9
1626,30842495,11
1627,30852538,9
1628,30858285,8
1629,3087503b,11
1630,30875b12,8
1631,308da539,9
1632,30957b28,10
1633,309792e5,8
1634,30995212,10
1635,30af6f84,8
1636,30bd4445,8
1637,30bfc10b,9
1638,30cc0a58,7
1639,30ce9282,8
1640,30e1fe1a,8
1641,30ed73c8,9
1642,30eefe16,8
1643,30f93fe5,10
1644,30fab179,8
1645,30fc3158,10
1646,30fcd658,7
1647,30fef85d,8
1648,311b94e1,8
1649,313d5ba0,9
1650,314025df,8
1651,31406dfd,8
1652,31472dc4,9
1653,314ba8bc,8
1654,314d34d0,7
1655,31603f8c,8
1656,3160b59c,8
1657,3163d2d6,3
1658,3167921b,8
1659,3168764b,9
1660,31698b5d,7
1661,316b775d,8
1662,316b8346,8
1663,317861d1,8
1664,31871700,8
1665,318c8c73,8
1666,3191752b,9
1667,3199d350,10
1668,31a7a8ce,8
1669,31b7478a,10
1670,31bca177,8
1671,31bcd34f,8
1672,31c1cdf9,9
1673,31c4958b,8
1674,31c77f10,9
1675,31cb93d6,8
1676,31cd60df,8
1677,31d14e7e,9
1678,31d16793,8
1679,31d3a869,8
1680,31dc9c12,8
1681,31e385a8,8
1682,31ec2be1,8
1683,31f9840d,11
1684,31fb9511,8
1685,31ff006f,8
1686,3200c5d3,8
1687,32241612,9
1688,322c4667,9
1689,32363f27,8
1690,3236c16a,9
1691,3250b082,0
1692,32537348,8
1693,32546fa0,8
1694,325d9fb5,8
1695,32685f8c,10
1696,326a0a3a,10
1697,327e884a,2
1698,3282bfc0,8
1699,32872482,8
1700,328ac70a,9
1701,32901ff5,10
1702,329427a7,9
1703,329671ef,9
1704,3299a369,8
1705,329f5682,8
1706,32af301c,8
1707,32b6d4f4,9
1708,32bf07e2,8
1709,32d00d9e,7
1710,32d17ff6,9
1711,32d3ec87,8
1712,32e02365,9
1713,32e0a3b7,8
1714,32e19487,9
1715,32e57e93,8
1716,32e92a70,9
1717,32f53774,9
1718,33067785,8
1719,330970e0,8
1720,331173f5,1
1721,331652fd,8
1722,3320a6e0,9
1723,3326128e,8
1724,332683a0,8
1725,3326bd02,8
1726,3328b79a,0
1727,33298ae7,8
1728,332e99fb,9
1729,33422090,0
1730,334aeff5,8
1731,334b4d42,7
1732,3354dd4e,8
1733,335b6705,8
1734,336db944,8
1735,3379ce05,8
1736,337e262b,9
1737,338c07ff,8
1738,3399242d,8
1739,339f7050,9
1740,33a2663d,8
1741,33a2cd6c,8
1742,33b35478,8
1743,33be0dd5,8
1744,33c4a4d8,7
1745,33c704f0,5
1746,33d60a71,8
1747,33d6fbd4,8
1748,33e9c989,8
1749,33ea947f,10
1750,33f1bfbb,8
1751,33f1c0ae,8
1752,33f74475,9
1753,33f74c29,8
1754,33f8b6e3,9
1755,34049ffb,8
1756,3411cc89,8
1757,341aab49,8
1758,341d6dab,9
1759,342c630d,9
1760,342d02fe,8
1761,342eac32,8
1762,3434fac9,8
1763,343e339b,9
1764,3440f4d7,11
1765,3447f528,9
1766,3451bc2f,9
1767,3453e18f,9
1768,3455063b,9
1769,34579c5a,11
1770,34604709,8
1771,34607244,8
1772,346ecd75,9
1773,3482cc11,9
1774,348772e9,8
1775,349c35d6,8
1776,34a312bb,7
1777,34b1b91c,8
1778,34c18d9e,10
1779,34ce00b4,8
1780,34e2d524,9
1781,34e4480d,8
1782,34ee365d,8
1783,34f6b292,9
1784,34f8c8f6,8
1785,3512debe,8
1786,351be62a,10
1787,351e7f32,7
1788,3524c5de,8
1789,353a81e7,8
1790,353ad961,4
1791,353d74f2,8
1792,354d23ac,4
1793,35533824,8
1794,3556b14b,0
1795,3560b484,8
1796,356114e2,9
1797,357a996e,2
1798,357adb76,8
1799,357d2095,9
1800,35b4bb1e,9
1801,35cb0400,9
1802,35e67e33,8
1803,35e70c91,9
1804,35e80d0d,9
1805,35f1b146,9
1806,35f65bd4,8
1807,36157ac8,8
1808,36175111,8
1809,361c1e75,6
1810,36285e08,9
1811,363aad37,9
1812,363f17fd,8
1813,364c7efe,8
1814,36530172,8
1815,3654dc2a,8
1816,3660eabd,9
1817,366ef5bf,9
1818,367bc92c,8
1819,3684b245,9
1820,368cfbea,8
1821,36917189,9
1822,369b577d,5
1823,36a8ed58,8
1824,36ad1093,8
1825,36bb6861,8
1826,36bf3cc8,9
1827,36bf5cd1,11
1828,36c3339b,9
1829,36c3c39b,0
1830,36cf8630,9
1831,36d0054b,5
1832,36d03fb3,10
1833,36dc0542,8
1834,36ea0203,8
1835,36ed7bf2,8
1836,36f29089,8
1837,36fd36ae,8
1838,36ffec02,8
1839,37009624,9
1840,3701066f,8
1841,3702324b,7
1842,370356cd,8
1843,3708e7f5,0
1844,370a9c77,8
1845,3719b26c,8
1846,371eb389,8
1847,372101d7,8
1848,372145f4,8
1849,37233043,8
1850,372bc81e,9
1851,372d2433,8
1852,37393f9d,8
1853,374257a7,9
1854,375f7201,8
1855,37608bfd,8
1856,3773ee87,8
1857,3779bcee,8
1858,3780c71c,8
1859,3782f7fc,11
1860,3785a52e,9
1861,37940549,8
1862,3795231b,3
1863,379c2e2a,0
1864,37a66587,8
1865,37ab0b42,9
1866,37af0bb5,8
1867,37b114e5,7
1868,37b7071e,8
1869,37bab0e9,8
1870,37bf83ce,8
1871,37caaea4,0
1872,37d04f06,8
1873,37d1e322,8
1874,37dd659d,8
1875,37e0c214,8
1876,37e5022d,9
1877,37e5384d,8
1878,37ebe6c3,1
1879,37ee5712,8
1880,37ef2975,9
1881,37f6302f,11
1882,380d96a5,4
1883,38107a51,8
1884,38118e4f,8
1885,3813d224,8
1886,3820b80f,8
1887,38276f1f,8
1888,382c7860,8
1889,38309c70,8
1890,383584be,8
1891,38395dc8,8
1892,383dabdc,8
1893,383e6624,7
1894,383f34d3,8
1895,3844979b,8
1896,384e5ba9,9
1897,38511d80,1
1898,3864f956,9
1899,38720139,4
1900,387817bd,11
1901,388e97c6,8
1902,38980c52,6
1903,389c8177,8
1904,38a76e6f,8
1905,38aac3a8,11
1906,38b35fbf,1
1907,38c1ff72,1
1908,38d42130,2
1909,38d6d836,10
1910,38d9979d,8
1911,38da6fb7,9
1912,38e81607,9
1913,38e926b9,11
1914,38f0daca,8
1915,38f749ad,8
1916,38f8d98f,8
1917,38fcd9a5,9
1918,38ff6f05,9
1919,3914f382,8
1920,391fa553,4
1921,39227473,9
1922,3924c695,8
1923,392c708d,9
1924,393bb29e,8
1925,393feca4,8
1926,394f7962,8
1927,395d2e40,10
1928,39624169,7
1929,3965ad40,9
1930,39692edf,8
1931,396d2d93,7
1932,396f9b77,8
1933,3970c11e,9
1934,3975a80c,8
1935,399068ad,9
1936,39a4db77,8
1937,39a5c6f2,9
1938,39a7dd38,8
1939,39b1d2b5,9
1940,39c375bd,8
1941,39dbe870,9
1942,39e7587f,9
1943,39eb83f4,9
1944,39f0f7a4,9
1945,39f1e70f,8
1946,39f6d1b5,8
1947,39fcc064,8
1948,3a019b49,8
1949,3a0b07ec,9
1950,3a0c7af9,8
1951,3a134651,8
1952,3a1e1537,8
1953,3a25003c,8
1954,3a275c9c,8
1955,3a3398df,9
1956,3a35bbb0,10
1957,3a369b6e,8
1958,3a38b65d,8
1959,3a3c6902,10
1960,3a45e4d5,9
1961,3a48a243,8
1962,3a4c1035,9
1963,3a4e9d91,8
1964,3a600099,10
1965,3a75c69e,8
1966,3a7895bf,8
1967,3a7c173e,9
1968,3a81cc39,11
1969,3a82422a,8
1970,3a9931d3,8
1971,3a9cc1b1,4
1972,3aa2c99e,8
1973,3aa8c9da,8
1974,3ab08b40,8
1975,3ab3dba4,10
1976,3abc0182,8
1977,3abcf82c,8
1978,3abedf50,4
1979,3ace6682,8
1980,3ad523a5,9
1981,3adb643e,9
1982,3ae4288f,9
1983,3ae4a53e,8
1984,3af22ef9,8
1985,3afdd891,8
1986,3b04ca86,8
1987,3b1b1959,8
1988,3b209d0f,0
1989,3b20ab0e,9
1990,3b28d7e9,9
1991,3b2d1fc6,8
1992,3b3035f4,8
1993,3b3ac02c,9
1994,3b41c3cb,8
1995,3b495c98,4
1996,3b5497d2,5
1997,3b5bb402,9
1998,3b5c0337,8
1999,3b648bb6,8
2000,3b69ca4d,9
2001,3b6d7a47,9
2002,3b75f460,8
2003,3b78ea53,0
2004,3b9d6239,8
2005,3b9dffa9,8
2006,3bb212f8,8
2007,3bba4700,6
2008,3bbba03c,8
2009,3bc79488,8
2010,3bc9c680,9
2011,3be0a0f8,9
2012,3bf12287,8
2013,3bfd92d1,8
2014,3c015e3d,8
2015,3c019d94,9
2016,3c0e42ba,8
2017,3c110917,8
2018,3c15bf54,8
2019,3c18e6b3,9
2020,3c1aa99c,8
2021,3c1e340c,8
2022,3c24134f,8
2023,3c26db33,5
2024,3c2e36a9,8
2025,3c35267d,9
2026,3c541279,9
2027,3c5b7f88,8
2028,3c5ecf6a,8
2029,3c664fb2,11
2030,3c70083a,1
2031,3c7699c6,8
2032,3c7a61b1,9
2033,3c7da387,8
2034,3c829b43,8
2035,3c833f19,8
2036,3c900324,1
2037,3c9b460b,11
2038,3c9fa27e,9
2039,3ca51334,8
2040,3cb34d3e,8
2041,3cb5e1e7,9
2042,3cc1fa66,8
2043,3cc5da09,8
2044,3ccb137d,8
2045,3ccb1bed,10
2046,3ccd2858,8
2047,3ccfcac5,8
2048,3cd67bb3,9
2049,3ce020fe,9
2050,3d0595d9,8
2051,3d2b417e,10
2052,3d3bb1e1,8
2053,3d443c48,0
2054,3d6bbf6a,8
2055,3d6e2895,10
2056,3d715d11,8
2057,3d80dc63,9
2058,3d81088f,5
2059,3d83c7cf,4
2060,3d8654dc,9
2061,3d8a588b,9
2062,3d917c72,9
2063,3d91974f,10
2064,3d927d60,9
2065,3d92ead9,8
2066,3d9aa256,8
2067,3dadddf4,8
2068,3db64bde,8
2069,3dbd8016,9
2070,3dd26b0e,8
2071,3ddd8980,8
2072,3de1eee3,8
2073,3de50bef,8
2074,3df541d5,8
2075,3e084ff3,11
2076,3e0e7471,9
2077,3e227d38,2
2078,3e398cfe,7
2079,3e3ca84c,10
2080,3e4083e7,8
2081,3e448cab,8
2082,3e4eba43,4
2083,3e4f22b4,9
2084,3e587454,8
2085,3e59e4c2,8
2086,3e60d5b7,8
2087,3e656753,7
2088,3e664bc1,8
2089,3e69bea5,9
2090,3e773f07,8
2091,3e89520f,9
2092,3e92f8b5,9
2093,3ea060fc,8
2094,3ea8b964,9
2095,3eb6d001,8
2096,3ebc3f80,8
2097,3ec56f19,8
2098,3ecb1cea,9
2099,3ed7ab4e,8
2100,3ed7f7eb,7
2101,3edf6904,8
2102,3ee0afc1,0
2103,3ee15830,8
2104,3ee366e4,9
2105,3eeffa8a,8
2106,3ef07a1c,8
2107,3ef1ca72,8
2108,3efcec97,9
2109,3efefb8f,9
2110,3f0acb13,9
2111,3f0cdf0e,8
2112,3f0f61ea,8
2113,3f101582,8
2114,3f106ab9,8
2115,3f16f550,8
2116,3f2e01a6,8
2117,3f37ed1a,10
2118,3f3c2a5e,8
2119,3f3f3982,11
2120,3f423d5d,7
2121,3f55ebf7,8
2122,3f56d3a1,4
2123,3f5bfa44,8
2124,3f5cd364,10
2125,3f639fed,8
2126,3f6a3a6f,8
2127,3f6f2593,8
2128,3f7440eb,8
2129,3f858b6e,8
2130,3f8f6ebe,9
2131,3f91c6af,9
2132,3f94776d,9
2133,3f94ce9d,7
2134,3f97bcee,10
2135,3f98f3ce,8
2136,3f9cc4d1,9
2137,3fa7a239,9
2138,3fabee22,7
2139,3fb07261,9
2140,3fbc9084,8
2141,3fca9ea6,9
2142,3fd080a9,8
2143,3fd863ed,9
2144,3fe17435,9
2145,3fe3dc5a,9
2146,3fe599bd,8
2147,3fe7adf3,9
2148,3fee73a1,8
2149,3ff95cac,8
2150,40073991,9
2151,400da71a,7
2152,401b6970,8
2153,4024f6a0,11
2154,40281e9e,9
2155,402976a1,9
2156,402e7cf6,8
2157,4041dfeb,11
2158,40441221,8
2159,404571ba,8
2160,4045c33d,8
2161,4058e7ff,8
2162,406cbaf4,8
2163,40754371,9
2164,4079f0fa,9
2165,4086155d,8
2166,4088a3d8,9
2167,408f496e,9
2168,40a1c7a1,10
2169,40a6b281,9
2170,40ad8ced,8
2171,40b50fd1,0
2172,40b6128d,8
2173,40b78e2a,8
2174,40c60467,8
2175,40cd949c,8
2176,40d80a04,8
2177,40dc5dcc,10
2178,40dedb6a,8
2179,40ed4937,8
2180,40f6838d,8
2181,40f904e8,7
2182,40fde08e,9
2183,40fe1f22,9
2184,4106986f,1
2185,4107c686,1
2186,412b481a,8
2187,41341ab4,8
2188,4135f989,8
2189,4140386a,8
2190,4144a6ac,8
2191,414a1956,8
2192,414eab84,8
2193,4155e20f,9
2194,4169666c,9
2195,4171f6ff,9
2196,417cf113,8
2197,41873b53,8
2198,41892129,9
2199,418bb2c8,8
2200,41a2369c,9
2201,41a6fdf4,8
2202,41c29144,8
2203,41c58b60,5
2204,41ccaa73,8
2205,41dbfaed,10
2206,41f4b253,8
2207,41f5dfbd,8
2208,4209a502,7
2209,420d9905,7
2210,4212b71d,8
2211,42138c5e,8
2212,4219840d,8
2213,42252aa2,9
2214,4225f957,9
2215,422f376b,9
2216,4235d67c,9
2217,4236bb10,8
2218,4245e159,8
2219,424b6a4f,9
2220,42587bf5,6
2221,425befdf,9
2222,4268ea71,9
2223,42784032,8
2224,428dc018,9
2225,429526aa,9
2226,4297297b,8
2227,429e5bca,8
2228,42a52fa9,8
2229,42a8a441,8
2230,42b5ac06,9
2231,42b64b34,8
2232,42b873cf,10
2233,42baa73b,8
2234,42bd8067,8
2235,42bf3570,8
2236,42d10eb5,8
2237,42e51f70,8
2238,42e60254,8
2239,42e6ff0f,10
2240,42f5eaba,11
2241,42fbced2,9
2242,4301391f,8
2243,43026810,9
2244,4317a3e0,10
2245,43228b93,9
2246,43288b47,10
2247,43396963,8
2248,433cb525,9
2249,433d1d24,8
2250,433e3dd6,8
2251,43481cbb,8
2252,4349e613,8
2253,4363d4be,8
2254,436a4440,8
2255,436c7c16,8
2256,436d1270,10
2257,436d32bb,9
2258,43738184,8
2259,437471c0,11
2260,437f132f,9
2261,4384f1eb,9
2262,439247e7,8
2263,4393c7c8,8
2264,4393faa3,8
2265,439b9ac9,8
2266,43aa70a2,0
2267,43c17e8b,8
2268,43c91435,8
2269,43cbeab1,1
2270,43d1bb0f,8
2271,43d681f2,8
2272,43dae5e2,8
2273,43e2b7be,0
2274,43f046e9,10
2275,43f719cc,8
2276,43f98318,8
2277,43fb066a,8
2278,44029146,9
2279,4408e972,8
2280,44091292,9
2281,4419577e,9
2282,441d0238,9
2283,44248a6c,10
2284,4433979f,9
2285,4435b6d0,8
2286,443e8e66,10
2287,44488db9,0
2288,44516e8c,9
2289,445e22c2,8
2290,445f51be,8
2291,445fe815,8
2292,4461b6f5,8
2293,446b58c8,9
2294,446e1881,8
2295,44739687,8
2296,4497468f,10
2297,4497aa39,8
2298,44992f80,0
2299,44ab1be0,8
2300,44ad41fe,8
2301,44afa366,9
2302,44bdcbcc,8
2303,44c1e0c6,9
2304,44c38b32,9
2305,44d0a7f1,8
2306,44d3d930,8
2307,44d6ea56,8
2308,44d9b4fd,9
2309,44dec881,8
2310,4507bbbf,8
2311,450c0d79,8
2312,451348aa,8
2313,45282a9c,0
2314,452d2f39,8
2315,45386ff6,8
2316,45419504,6
2317,454f30ea,9
2318,4566bc2d,8
2319,4576af7b,8
2320,4583cd81,10
2321,458541ea,9
2322,459059d9,9
2323,4595055c,8
2324,45a1d72f,8
2325,45a3750e,8
2326,45a49e63,8
2327,45a750e2,9
2328,45ad12f6,8
2329,45bbbdbf,7
2330,45be533b,8
2331,45c2b1b6,8
2332,45c5ce4e,8
2333,45c699eb,8
2334,45d54971,8
2335,45d5a72e,9
2336,45d8093e,9
2337,45e009f3,11
2338,45e253e2,8
2339,45ead40e,8
2340,45f4dff5,8
2341,45fb7068,8
2342,4602ada5,11
2343,460a7643,0
2344,46108a8a,8
2345,4611aa55,8
2346,4618c2da,7
2347,461cedae,4
2348,462b919f,8
2349,462e7539,9
2350,4638c127,8
2351,46427bf4,8
2352,46450933,9
2353,4645a6e4,8
2354,46471e86,9
2355,4668bfe6,8
2356,467130bd,10
2357,467d1c5e,9
2358,467fd450,9
2359,46899a4f,10
2360,468f17b8,8
2361,4692563f,8
2362,46a18265,8
2363,46aacb73,8
2364,46aba72c,8
2365,46b1088c,8
2366,46b913de,9
2367,46bbb89c,8
2368,46c420a9,8
2369,46c47554,8
2370,46ca4055,8
2371,46cc7b61,8
2372,46d00abc,9
2373,46d1fe79,9
2374,46e3b829,8
2375,46ea0d52,9
2376,46f4332d,9
2377,470864c8,8
2378,470b00e2,8
2379,4710730c,7
2380,471760f4,8
2381,4723c0dc,0
2382,4741007f,9
2383,475474c4,8
2384,475e03f0,8
2385,476b4b9e,9
2386,476ffe21,9
2387,477c3997,8
2388,4785307f,9
2389,478732b0,10
2390,478e12c2,9
2391,478ea4df,8
2392,4790ee95,9
2393,479938e1,8
2394,47be6b53,8
2395,47be8408,8
2396,47c17292,8
2397,47c27abb,9
2398,47c6be30,8
2399,47d1b790,10
2400,47e90bb4,8
2401,47ea627f,6
2402,47f80ee5,8
2403,47ff4523,8
2404,4803a402,8
2405,4805c945,4
2406,4811bd19,8
2407,4813511a,8
2408,48160bdb,9
2409,48209547,9
2410,48232773,11
2411,482bc2f9,8
2412,482fbb62,8
2413,483dcc75,9
2414,4847ed33,7
2415,484dd557,8
2416,4852ef1e,8
2417,48656349,8
2418,4865e48d,9
2419,48697010,8
2420,486c3ad0,8
2421,486c742b,8
2422,486d18ff,8
2423,487352ff,8
2424,48749d89,8
2425,4876a672,8
2426,487759a6,8
2427,4877a82c,9
2428,4878f9cd,8
2429,487f3afe,10
2430,4883fda1,8
2431,488fd059,0
2432,48910077,9
2433,4894d6c1,0
2434,4899ae4b,8
2435,489e89d5,9
2436,489f214f,8
2437,48a4cace,8
2438,48b94dd6,9
2439,48bf8975,8
2440,48bfa2d4,8
2441,48c13286,8
2442,48c27a50,9
2443,48c77d83,2
2444,48ccea46,11
2445,48d251d0,8
2446,48dcaf51,10
2447,48e9a33d,11
2448,48ee7c9f,10
2449,48efcc11,4
2450,48f66fe6,8
2451,4905177d,8
2452,490fb911,9
2453,492c662e,8
2454,4936b2a0,9
2455,493eb6f4,8
2456,494083cb,8
2457,49411598,5
2458,49469d57,8
2459,4951bfd3,8
2460,49557739,8
2461,49695022,9
2462,496e7cde,8
2463,497b4585,9
2464,497b7d5f,6
2465,497db42b,9
2466,49852b16,8
2467,49893cc2,9
2468,4989ac26,10
2469,49902696,8
2470,4999304b,9
2471,499b075f,8
2472,49a45b5a,0
2473,49a5d975,9
2474,49a613a9,8
2475,49a82e19,9
2476,49aa10ab,9
2477,49abd286,4
2478,49b4a985,9
2479,49c61083,5
2480,49c9a8f8,11
2481,49ca058e,8
2482,49cec594,8
2483,49e88799,8
2484,49ef2836,8
2485,49f00d7b,9
2486,4a262415,8
2487,4a298b48,10
2488,4a2a76f7,8
2489,4a2ecf26,8
2490,4a34295b,9
2491,4a361f0b,9
2492,4a374c1a,8
2493,4a3a4a14,8
2494,4a408699,8
2495,4a50059a,8
2496,4a574f23,5
2497,4a6067b0,9
2498,4a6680c1,8
2499,4a6e2db9,8
2500,4a7c9451,7
2501,4a81cccd,9
2502,4a8476d7,9
2503,4a89a571,8
2504,4a91b6fd,11
2505,4a96b2a7,8
2506,4aa3f794,8
2507,4aa639ec,9
2508,4aad0c6e,8
2509,4abb5df5,8
2510,4abdf19f,8
2511,4abeab14,9
2512,4ade1432,9
2513,4ae8ba78,8
2514,4aeca8e3,8
2515,4aefa4c5,8
2516,4afe30d7,8
2517,4b0eedce,8
2518,4b159655,8
2519,4b181c15,8
2520,4b236c3f,9
2521,4b342ceb,7
2522,4b3542ba,9
2523,4b66b4f7,8
2524,4b6ad2ed,8
2525,4b8170e2,11
2526,4b8d1dfd,9
2527,4b8ed3ed,8
2528,4b959c50,9
2529,4ba26626,9
2530,4ba93143,9
2531,4bae0cde,0
2532,4baf52b5,8
2533,4bbfa883,8
2534,4bc0c457,8
2535,4bc822fc,10
2536,4bc9f13e,3
2537,4bd1c588,4
2538,4bd91a9a,8
2539,4bf322eb,8
2540,4bfeeada,9
2541,4c01fb8e,8
2542,4c042d49,8
2543,4c05ae93,7
2544,4c0f1700,8
2545,4c1b37f8,8
2546,4c215f38,0
2547,4c268cf7,9
2548,4c2744cb,8
2549,4c2bb652,8
2550,4c2c9093,8
2551,4c2da063,8
2552,4c2e2f1b,1
2553,4c2f6bf0,8
2554,4c33c5ff,8
2555,4c36428a,10
2556,4c380d32,9
2557,4c3bb7b5,9
2558,4c3cc3ab,9
2559,4c3fe35e,8
2560,4c44b2c2,10
2561,4c4c175f,8
2562,4c5cc96b,9
2563,4c643aef,9
2564,4c6887b8,8
2565,4c68eadb,8
